no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,dbscan_cluster,dbscan_outlier,gmm_prob_0,gmm_prob_1,gmm_prob_2
2,0,0,4,0,0,0,105,2017,9,16,4,0,0,0,71.4,0,1,-1,1,3.913828978922909e-12,0.9999999999960849,0.0
3,0,0,3,0,0,3,36,2018,4,28,4,0,0,0,152.4,2,1,-1,1,1.0,0.0,0.0
2,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,104.0,0,1,12,0,3.587933642330577e-12,0.9999999999964118,0.0
2,0,0,4,0,0,3,19,2017,11,4,3,0,0,0,52.5,2,1,-1,1,1.0,0.0,0.0
2,0,0,2,3,0,0,27,2018,4,12,4,0,0,0,99.0,1,0,-1,1,8.324688741179539e-16,1.0,0.0
2,0,1,2,0,0,0,100,2018,12,2,4,0,0,0,93.6,2,0,-1,1,9.078362838566895e-11,0.9999999999092175,0.0
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,101.5,0,0,56,0,1.1234164336988754e-13,0.9999999999998863,0.0
2,0,0,3,3,0,0,44,2018,6,30,4,0,0,0,107.1,0,0,-1,1,9.803286529929364e-16,1.0,0.0
2,0,1,2,0,0,0,57,2018,6,10,3,0,0,0,90.67,1,1,349,0,2.4750204981517884e-11,0.9999999999752482,0.0
2,0,1,3,0,0,0,14,2017,10,19,4,0,0,0,92.17,1,1,-1,1,3.927615724729252e-12,0.9999999999960707,0.0
2,0,2,0,3,0,0,87,2018,12,25,4,0,0,0,79.2,0,1,-1,1,2.7994295667420727e-16,1.0,0.0
1,0,2,1,0,0,0,1,2018,2,28,3,0,0,0,60.0,0,0,376,0,1.8044150598366943e-11,0.9999999999819558,0.0
1,0,0,2,0,0,0,14,2017,10,15,3,0,0,0,100.0,0,1,149,0,3.357989440310482e-13,0.9999999999996625,0.0
2,0,0,1,0,0,0,11,2018,11,5,4,0,0,0,130.0,1,0,186,0,4.997111250815421e-11,0.9999999999500275,0.0
2,1,2,5,1,0,0,125,2018,7,18,3,0,0,0,84.58,1,1,-1,1,1.0,0.0,0.0
2,0,1,1,0,0,4,28,2018,10,8,4,0,0,0,171.87,0,1,-1,1,1.0,0.0,0.0
2,0,0,4,3,0,0,38,2018,12,27,4,0,0,0,95.2,0,1,-1,1,4.029208959763229e-16,1.0,0.0
2,2,1,5,0,0,1,30,2018,2,2,4,0,0,0,139.05,0,0,-1,1,1.0,0.0,0.0
2,0,0,2,1,0,3,80,2017,10,9,3,0,0,0,136.0,0,1,208,0,1.0,0.0,0.0
1,0,5,10,0,0,0,11,2018,5,9,0,0,0,0,95.0,0,0,213,0,5.6860959108626414e-11,0.9999999999431388,0.0
3,0,2,1,0,0,3,16,2018,7,31,4,0,0,0,173.67,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,3,24,2018,6,9,4,0,0,0,146.0,2,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,1,0,2,2018,8,9,4,0,0,0,179.0,1,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,3,20,2018,1,29,4,0,0,0,99.0,1,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,75,2017,12,9,2,0,0,0,65.0,0,1,-1,1,1.4057990945989066e-13,0.9999999999998579,0.0
2,1,2,5,0,0,0,63,2018,7,23,4,0,0,0,121.5,0,0,-1,1,1.0,0.0,0.0
2,1,0,1,3,0,0,1,2018,10,5,4,0,0,0,140.0,0,1,-1,1,1.0,0.0,0.0
2,0,2,5,0,0,0,214,2018,10,20,4,0,0,0,90.95,1,1,-1,1,4.5452817870210076e-11,0.9999999999545466,0.0
2,0,2,5,0,0,0,206,2018,10,6,4,0,0,0,102.85,0,0,-1,1,3.4187133799424696e-11,0.9999999999658122,0.0
1,0,1,0,0,0,0,12,2018,9,11,3,0,0,0,85.0,1,1,-1,1,1.8577513717164704e-11,0.9999999999814229,0.0
1,0,0,2,0,0,0,32,2017,11,20,3,0,0,0,73.0,0,1,11,0,1.6995850446559292e-12,0.9999999999983018,0.0
2,0,1,2,0,0,3,189,2018,10,28,4,0,0,0,109.8,0,0,43,0,1.0,0.0,0.0
1,0,2,0,0,0,0,1,2018,1,3,4,0,0,0,82.0,0,1,-1,1,3.5733594729829315e-11,0.9999999999642668,0.0
2,0,0,1,0,0,0,105,2018,4,6,3,0,0,0,75.0,0,0,403,0,8.73638879801352e-12,0.9999999999912639,0.0
2,0,0,1,0,0,0,53,2018,9,15,4,0,0,0,135.9,1,1,-1,1,7.634686590364852e-11,0.9999999999236522,0.0
2,0,2,5,0,0,0,227,2018,8,30,4,0,0,0,92.29,0,0,-1,1,3.8953455669563514e-11,0.999999999961048,0.0
2,0,0,4,0,0,3,92,2018,5,24,3,0,0,0,106.08,0,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,3,67,2018,10,17,4,0,0,0,132.3,0,0,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,1,280,2018,8,12,4,0,0,0,94.95,1,0,-1,1,1.0,0.0,0.0
2,0,1,3,3,0,0,180,2018,10,10,4,0,0,0,102.6,0,0,-1,1,3.9391968713977165e-16,1.0,0.0
2,1,2,1,3,0,0,45,2018,9,10,4,0,0,0,96.33,1,1,-1,1,1.0,0.0,0.0
2,0,2,1,1,0,0,150,2018,1,2,3,0,0,0,101.0,0,1,161,0,5.918973203496138e-13,0.9999999999994067,0.0
2,0,1,1,0,0,0,180,2018,5,2,3,0,0,0,100.0,1,1,60,0,2.9898665667791084e-12,0.9999999999970086,0.0
2,0,2,2,0,0,3,87,2018,10,23,4,0,0,0,118.35,0,0,-1,1,1.0,0.0,0.0
2,0,0,2,3,0,0,15,2018,2,12,4,0,0,0,79.0,0,0,153,0,6.257557887192849e-16,1.0,0.0
2,0,2,4,0,0,0,24,2017,9,20,3,0,0,0,85.0,0,1,-1,1,1.7578985349051425e-12,0.9999999999982414,0.0
3,0,1,4,0,0,3,0,2018,6,27,4,0,0,0,134.57,3,1,-1,1,1.0,0.0,0.0
2,1,1,5,1,0,0,7,2018,3,7,4,0,0,0,169.17,0,0,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,3,36,2018,9,4,4,0,0,0,123.97,1,0,-1,1,1.0,0.0,0.0
1,0,0,2,3,0,0,57,2018,5,18,4,0,0,0,111.6,2,1,-1,1,2.165928413120747e-15,0.9999999999999964,0.0
2,0,0,3,0,0,3,161,2018,5,19,4,0,0,0,128.7,0,0,-1,1,1.0,0.0,0.0
2,0,2,3,0,0,0,152,2018,7,22,4,0,0,0,101.15,0,0,-1,1,4.514959482677976e-11,0.9999999999548521,0.0
2,0,0,2,0,0,0,122,2018,4,15,3,0,0,0,85.0,0,1,39,0,5.46736277838539e-12,0.9999999999945324,0.0
2,0,0,2,0,0,0,211,2018,5,20,3,0,0,0,100.0,0,0,432,0,6.692662483831918e-13,0.9999999999993321,0.0
2,0,0,2,0,0,0,5,2018,5,24,2,0,0,0,110.0,1,1,101,0,3.654778536351481e-12,0.9999999999963443,0.0
2,0,2,3,0,0,0,157,2018,6,26,4,0,0,0,90.95,0,0,-1,1,4.3846010511698075e-11,0.9999999999561524,0.0
2,0,0,1,0,0,0,4,2017,9,22,4,0,0,0,145.0,2,1,-1,1,2.8487706540809333e-12,0.9999999999971507,0.0
2,0,0,1,0,0,0,289,2017,10,17,3,0,0,0,67.0,0,1,9,0,2.4680237803843598e-15,0.9999999999999964,0.0
1,0,0,2,0,0,3,2,2018,3,31,4,0,0,0,147.0,0,1,-1,1,1.0,0.0,0.0
2,0,1,3,3,1,0,5,2017,10,19,4,0,0,0,123.0,1,1,-1,1,1.0,0.0,0.0
1,0,1,2,0,0,0,237,2017,9,14,4,0,0,0,80.75,0,0,-1,1,4.0207442760239466e-14,0.9999999999999609,0.0
2,0,0,2,0,0,0,67,2018,12,16,3,0,0,0,68.0,0,1,-1,1,2.093958591031613e-11,0.9999999999790603,0.0
2,1,0,1,0,0,0,0,2018,3,25,4,0,0,0,178.0,0,1,-1,1,1.0,0.0,0.0
2,0,2,3,1,0,3,68,2018,4,1,4,0,0,0,130.9,1,1,-1,1,1.0,0.0,0.0
2,0,2,2,0,0,0,122,2018,8,6,4,0,0,0,114.3,1,0,-1,1,4.4197478807987125e-11,0.9999999999558042,0.0
2,0,2,1,0,0,0,51,2018,6,26,3,0,0,0,85.5,0,1,-1,1,1.5551839337668945e-11,0.9999999999844498,0.0
2,0,1,2,0,0,0,56,2018,8,15,3,0,0,0,72.25,0,1,-1,1,1.740355057052423e-11,0.9999999999825953,0.0
2,0,2,1,0,0,0,2,2018,12,3,4,0,0,0,109.0,1,1,-1,1,1.9618607037297628e-11,0.9999999999803819,0.0
2,0,2,1,0,0,0,37,2018,10,30,3,0,0,0,75.0,1,1,-1,1,2.3467878007827546e-11,0.9999999999765308,0.0
2,0,2,3,0,0,0,63,2017,10,10,4,0,0,0,89.25,0,1,-1,1,3.536513326374546e-12,0.999999999996465,0.0
2,0,0,5,0,0,0,140,2017,12,29,3,0,0,0,70.0,0,1,199,0,1.0423512084799703e-12,0.999999999998959,0.0
2,0,0,2,3,0,0,163,2018,9,7,4,0,0,0,116.1,0,0,-1,1,3.465403951696677e-16,1.0,0.0
1,0,0,1,0,0,0,4,2017,9,2,4,0,0,0,95.0,1,1,-1,1,1.74614001139465e-12,0.9999999999982556,0.0
2,0,0,1,0,0,0,1,2017,12,31,4,0,0,0,135.0,2,1,-1,1,5.511742776234552e-12,0.9999999999944897,0.0
2,0,1,1,3,0,0,203,2018,6,6,4,0,0,0,95.4,1,1,-1,1,2.1621453449090234e-16,1.0,0.0
2,0,0,3,0,0,0,19,2017,10,6,3,1,1,0,90.0,0,1,46,0,0.0,0.0,1.0
2,1,1,0,0,0,0,6,2018,8,7,4,0,0,0,171.0,2,1,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,1,274,2018,7,31,4,0,0,0,96.5,1,1,-1,1,1.0,0.0,0.0
2,1,0,3,0,0,0,5,2018,3,22,4,0,0,0,84.33,0,1,-1,1,1.0,0.0,0.0
2,0,1,0,3,0,0,19,2018,9,25,4,0,0,0,129.0,2,1,-1,1,1.519473192504492e-15,1.0,0.0
2,0,1,3,0,0,0,40,2018,8,29,4,0,0,0,111.83,0,0,-1,1,7.879797756037806e-11,0.9999999999212008,0.0
2,0,0,1,0,0,4,15,2018,12,15,2,1,1,5,109.0,0,1,-1,1,0.0,0.0,1.0
1,0,2,1,0,0,0,4,2018,4,10,2,1,3,28,65.0,0,1,-1,1,0.0,0.0,1.0
1,0,0,1,0,0,0,2,2018,4,7,0,0,0,0,95.0,0,1,-1,1,6.029986679689084e-16,0.9999999999999991,0.0
2,0,1,3,0,0,0,203,2018,8,29,4,0,0,0,90.95,0,0,-1,1,3.4719463949290725e-11,0.9999999999652793,0.0
2,0,0,2,0,0,3,6,2017,12,31,4,0,0,0,137.0,1,1,-1,1,1.0,0.0,0.0
1,2,2,2,0,0,0,4,2018,2,20,4,0,0,0,111.0,1,1,-1,1,1.0,0.0,0.0
2,0,2,3,0,0,3,45,2018,11,24,4,0,0,0,96.9,2,1,-1,1,1.0,0.0,0.0
2,0,1,4,0,0,0,135,2018,7,6,4,0,0,0,107.95,1,0,-1,1,4.435812965448952e-11,0.9999999999556408,0.0
2,1,0,1,0,0,0,91,2018,10,7,4,0,0,0,121.5,2,0,-1,1,1.0,0.0,0.0
2,0,2,1,1,0,0,23,2018,1,2,3,0,0,0,109.0,0,1,175,0,5.589695284201324e-12,0.9999999999944116,0.0
2,0,2,5,0,0,0,121,2018,6,26,4,0,0,0,95.81,0,1,-1,1,9.056136154774511e-11,0.9999999999094378,0.0
2,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,105.0,0,1,6,0,1.6667935313362618e-11,0.9999999999833307,0.0
1,0,0,2,0,1,0,11,2017,8,25,4,0,0,0,97.0,0,1,-1,1,1.0,0.0,0.0
1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1,50,0,2.4290134059120274e-12,0.9999999999975699,0.0
1,0,2,4,0,0,0,245,2018,7,6,3,0,0,0,110.0,0,0,415,0,3.24177430913849e-13,0.9999999999996767,0.0
2,0,0,1,0,0,0,180,2017,10,16,3,0,0,0,70.0,0,0,493,0,1.1301666707850693e-13,0.9999999999998863,0.0
2,0,0,4,3,0,0,29,2018,10,19,4,0,0,0,119.0,2,0,-1,1,1.4575415668221229e-15,1.0,0.0
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,109.0,0,1,56,0,8.0783796426114e-14,0.9999999999999183,0.0
1,0,0,1,0,0,0,5,2018,1,9,4,0,0,0,75.0,0,1,-1,1,4.8588359235782534e-11,0.9999999999514131,0.0
1,0,0,2,0,0,0,85,2018,4,1,4,0,0,0,81.9,0,1,-1,1,3.905052437489128e-11,0.9999999999609486,0.0
2,0,2,2,0,0,0,133,2017,8,14,4,0,0,0,76.5,1,1,-1,1,1.376081337769064e-12,0.9999999999986251,0.0
1,0,2,3,0,0,0,115,2018,2,27,3,0,0,0,76.0,0,1,301,0,9.061521310711992e-12,0.999999999990937,0.0
2,1,2,1,0,0,0,103,2018,7,9,4,0,0,0,130.5,3,1,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,0,12,2017,9,20,4,0,0,0,124.0,2,1,-1,1,3.8533947465617114e-12,0.9999999999961453,0.0
2,0,1,2,0,0,0,89,2018,5,9,3,0,0,0,75.0,1,1,-1,1,2.3743922570112675e-11,0.9999999999762572,0.0
2,0,1,2,3,0,0,67,2018,9,5,4,0,0,0,91.2,1,0,-1,1,4.984116226667121e-16,1.0,0.0
2,0,0,1,0,1,0,172,2018,11,12,4,0,0,0,99.9,1,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,99,2018,2,19,2,0,0,0,81.0,0,1,169,0,1.8053147402928826e-13,0.9999999999998188,0.0
2,0,0,2,0,0,0,122,2018,4,15,3,0,0,0,85.0,0,1,39,0,5.46736277838539e-12,0.9999999999945324,0.0
3,0,0,3,1,0,0,88,2018,5,3,3,0,0,0,138.0,1,1,-1,1,4.0472588084648764e-11,0.9999999999595275,0.0
2,0,0,1,0,0,0,4,2018,9,15,4,0,0,0,169.0,0,0,-1,1,1.717718758005129e-10,0.9999999998282298,0.0
1,0,0,1,0,0,0,1,2018,4,5,2,1,0,19,65.0,1,1,-1,1,0.0,0.0,1.0
2,0,0,3,0,0,0,51,2018,12,8,4,0,0,0,68.47,1,1,-1,1,3.3998081181180015e-11,0.9999999999660005,0.0
2,0,0,1,0,0,0,45,2017,10,23,4,0,0,0,88.55,0,1,-1,1,6.167679279006287e-12,0.9999999999938325,0.0
1,0,0,3,0,0,0,8,2018,3,1,3,0,0,0,56.0,0,1,380,0,3.277610448815854e-11,0.9999999999672227,0.0
2,0,2,1,0,0,0,93,2018,3,5,3,0,0,0,60.0,0,1,-1,1,1.311943935794271e-11,0.9999999999868798,0.0
2,0,0,2,0,0,3,145,2018,7,28,4,0,0,0,118.8,0,1,-1,1,1.0,0.0,0.0
2,0,2,1,3,0,0,23,2018,2,21,4,0,0,0,79.0,1,0,-1,1,5.959420235238308e-16,1.0,0.0
2,0,0,1,0,0,0,56,2018,6,8,3,0,0,0,120.0,0,1,22,0,1.0587852242790027e-11,0.9999999999894129,0.0
2,0,0,3,0,0,0,183,2018,9,8,3,0,0,0,110.0,1,0,479,0,4.727929511425098e-12,0.9999999999952713,0.0
2,0,2,0,0,0,3,11,2017,10,4,4,0,0,0,136.0,1,1,-1,1,1.0,0.0,0.0
3,0,2,0,0,0,3,90,2018,8,21,4,0,0,0,150.3,2,1,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,0,33,2018,5,29,3,0,0,0,85.5,0,1,-1,1,1.514377447502025e-11,0.9999999999848548,0.0
2,0,0,1,0,0,0,9,2018,8,11,2,1,3,13,75.0,0,1,-1,1,0.0,0.0,1.0
2,0,0,1,0,0,3,197,2018,8,11,4,0,0,0,86.9,1,0,-1,1,1.0,0.0,0.0
1,0,2,3,0,0,0,34,2017,10,18,4,0,0,0,90.9,2,1,-1,1,6.522859682181384e-12,0.9999999999934772,0.0
2,0,0,3,0,0,0,78,2018,9,29,3,0,0,0,95.0,1,1,-1,1,2.6906359260630545e-11,0.9999999999730953,0.0
2,0,1,2,0,0,1,81,2018,1,29,4,0,0,0,66.37,2,1,-1,1,1.0,0.0,0.0
2,0,1,1,0,0,3,73,2018,8,6,4,0,0,0,140.4,1,0,-1,1,1.0,0.0,0.0
1,0,0,2,0,0,0,30,2017,9,16,4,0,0,0,85.5,2,1,-1,1,6.055331647499869e-12,0.9999999999939462,0.0
2,0,2,1,1,0,0,54,2017,12,27,3,0,0,0,102.0,0,1,-1,1,7.332725569592732e-13,0.9999999999992681,0.0
2,0,0,2,0,0,0,112,2018,6,2,3,0,0,0,100.0,0,1,167,0,6.372851356583487e-12,0.9999999999936264,0.0
2,0,0,2,3,0,0,21,2018,11,22,4,0,0,0,72.38,0,0,-1,1,1.8305759283668877e-16,1.0,0.0
2,1,0,2,0,1,0,37,2018,11,1,4,0,0,0,135.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,3,4,2018,6,7,4,0,0,0,146.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,245,2018,6,17,3,0,0,0,75.0,0,0,392,0,8.009504162632369e-13,0.9999999999992006,0.0
2,1,2,3,0,1,0,169,2018,8,14,4,0,0,0,134.52,2,0,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,3,160,2018,9,29,4,0,0,0,131.4,1,0,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,83,2018,4,4,4,0,0,0,84.9,1,1,-1,1,5.557084519623248e-11,0.9999999999444285,0.0
2,0,2,3,0,0,0,48,2017,10,1,4,0,0,0,111.6,0,1,-1,1,2.168485582846493e-12,0.9999999999978328,0.0
2,1,0,2,0,0,0,46,2018,6,29,4,0,0,0,134.1,1,1,-1,1,1.0,0.0,0.0
2,0,0,1,3,0,0,9,2018,2,13,4,0,0,0,79.0,1,1,-1,1,7.202299738242701e-16,1.0,0.0
2,0,0,3,0,1,0,8,2017,8,13,4,0,0,0,99.0,2,1,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,44,2018,2,17,3,0,0,0,75.0,0,1,25,0,1.2442048419854843e-11,0.9999999999875584,0.0
2,0,0,3,1,0,0,36,2017,10,13,3,0,0,0,112.0,0,1,344,0,2.8592869976272193e-13,0.9999999999997158,0.0
2,0,1,2,0,0,0,159,2018,9,19,3,0,0,0,144.0,1,0,-1,1,6.184544356587802e-12,0.9999999999938147,0.0
3,0,0,3,0,0,3,69,2018,7,19,4,0,0,0,140.7,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,3,0,0,21,2018,2,25,4,0,0,0,81.0,0,1,500,0,6.3717367184019505e-16,1.0,0.0
2,1,1,4,0,0,3,33,2018,2,8,4,0,0,0,75.23,2,1,-1,1,1.0,0.0,0.0
2,0,2,2,3,0,0,21,2017,12,18,4,0,0,0,60.0,0,1,-1,1,5.756942207847061e-16,1.0,0.0
2,0,1,2,3,0,0,128,2018,6,10,4,0,0,0,116.1,0,0,-1,1,5.113370687055661e-16,1.0,0.0
3,0,2,2,0,0,3,110,2018,7,22,4,0,0,0,139.95,1,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,0,2018,5,17,4,0,0,0,135.0,0,1,-1,1,2.3677249953881338e-11,0.9999999999763212,0.0
1,0,0,1,3,0,0,1,2018,1,14,4,0,0,0,66.7,0,1,-1,1,8.777259813413086e-16,1.0,0.0
2,0,1,1,0,0,0,67,2018,7,23,3,0,0,0,72.25,0,1,-1,1,1.674412008344059e-11,0.9999999999832561,0.0
2,0,2,5,0,0,0,41,2018,12,27,3,0,0,0,69.29,0,1,501,0,2.3232783297607197e-11,0.9999999999767688,0.0
2,0,0,3,0,0,0,179,2018,7,19,3,0,0,0,72.25,1,1,-1,1,1.129441565034784e-11,0.9999999999887059,0.0
2,0,0,1,0,0,0,27,2018,6,9,3,0,0,0,120.0,0,1,69,0,1.3797727606694696e-11,0.9999999999862013,0.0
2,0,2,2,3,0,0,18,2017,10,3,4,0,0,0,99.75,1,1,-1,1,3.4199118066943204e-16,1.0,0.0
2,0,0,2,0,0,0,182,2018,9,30,4,0,0,0,117.9,2,0,19,0,9.012994016466008e-11,0.9999999999098712,0.0
1,0,0,3,0,0,0,0,2018,5,10,3,0,0,0,108.8,0,1,-1,1,8.466147634025398e-12,0.9999999999915339,0.0
2,0,0,2,0,0,0,22,2018,5,20,3,0,0,0,140.0,0,1,29,0,1.4899108982195206e-11,0.9999999999850999,0.0
1,0,0,1,0,0,0,3,2018,1,22,2,1,0,7,66.0,0,1,-1,1,0.0,0.0,1.0
2,0,0,1,0,0,0,18,2018,10,21,4,0,0,0,160.0,1,1,-1,1,1.1578607698451218e-10,0.9999999998842135,0.0
2,0,2,4,0,0,0,92,2017,8,7,4,0,0,0,76.5,1,0,-1,1,3.027243914553687e-12,0.9999999999969731,0.0
2,1,0,1,3,0,0,16,2018,8,24,4,0,0,0,112.81,1,0,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,71,2017,9,22,3,0,0,0,95.0,0,1,-1,1,3.541806153415316e-13,0.9999999999996447,0.0
1,0,0,1,0,0,3,4,2018,5,20,2,0,0,0,90.0,0,0,-1,1,1.0,0.0,0.0
2,0,0,2,1,0,0,256,2018,6,15,3,0,0,0,115.0,1,0,406,0,1.0821295752339007e-13,0.9999999999998934,0.0
2,0,0,3,0,0,0,69,2018,8,16,4,0,0,0,135.9,2,1,-1,1,1.4521133806430067e-10,0.9999999998547899,0.0
2,0,1,1,0,0,0,40,2017,10,5,3,0,0,0,70.0,0,1,353,0,1.8380641255031907e-12,0.9999999999981632,0.0
2,0,1,2,0,0,3,91,2018,7,15,3,0,0,0,82.45,0,1,-1,1,1.0,0.0,0.0
2,1,2,0,0,1,0,87,2018,12,25,4,0,0,0,131.0,0,1,-1,1,1.0,0.0,0.0
2,0,2,4,3,0,0,262,2018,12,14,4,0,0,0,63.75,0,0,-1,1,3.494944591460631e-16,1.0,0.0
2,0,2,1,3,0,0,49,2018,3,5,4,0,0,0,69.5,0,1,-1,1,5.10639260296805e-16,1.0,0.0
2,0,1,2,0,0,0,233,2018,10,14,3,0,0,0,90.0,0,0,451,0,2.097938208618797e-12,0.9999999999979003,0.0
2,0,1,1,3,0,0,199,2018,10,1,4,0,0,0,98.1,1,1,-1,1,2.7623716904597617e-16,1.0,0.0
2,0,0,4,0,0,0,8,2018,11,23,4,0,0,0,91.38,1,1,-1,1,2.571305783236721e-11,0.9999999999742855,0.0
2,0,2,5,3,0,0,30,2018,8,15,4,0,0,0,125.1,1,1,-1,1,2.07100569099609e-15,0.9999999999999964,0.0
2,0,0,2,3,0,0,5,2018,8,26,4,0,0,0,129.0,1,1,-1,1,8.3494792443837735e-16,1.0,0.0
2,1,0,2,0,0,3,129,2018,12,8,4,0,0,0,101.18,3,1,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,0,221,2017,10,17,3,0,0,0,65.0,0,1,219,0,5.583552902332714e-14,0.9999999999999432,0.0
2,0,0,3,0,0,0,276,2018,9,22,3,0,0,0,116.33,0,0,483,0,2.1860773220665068e-13,0.9999999999997797,0.0
1,0,1,2,0,0,0,195,2018,5,16,3,0,0,0,76.16,0,1,-1,1,1.7269478662121014e-12,0.9999999999982734,0.0
2,0,1,3,3,0,0,47,2018,3,7,4,0,0,0,65.75,0,1,-1,1,6.652450386268712e-16,1.0,0.0
2,0,0,2,0,0,0,16,2018,7,28,4,0,0,0,131.0,1,0,-1,1,8.383700676721702e-11,0.9999999999161631,0.0
2,0,1,1,3,1,0,18,2018,9,3,4,0,0,0,127.0,2,1,-1,1,1.0,0.0,0.0
3,0,1,2,0,0,3,99,2018,7,15,4,0,0,0,137.7,2,1,-1,1,1.0,0.0,0.0
1,0,1,0,0,0,0,164,2018,10,16,3,0,0,0,115.0,0,0,-1,1,1.5235853812088634e-12,0.9999999999984759,0.0
2,0,0,1,3,0,0,1,2018,7,7,4,0,0,0,110.71,0,1,-1,1,5.374497948945907e-16,1.0,0.0
2,0,0,2,3,0,0,3,2018,2,25,4,0,0,0,83.5,1,1,-1,1,6.865000508096682e-16,1.0,0.0
2,0,0,1,0,0,0,182,2018,9,3,4,0,0,0,97.71,1,0,-1,1,3.0575961619476214e-11,0.9999999999694253,0.0
2,0,0,1,3,0,0,182,2018,10,12,4,0,0,0,98.1,0,0,308,0,3.2302455239153004e-16,1.0,0.0
2,0,1,3,0,0,0,193,2017,9,28,4,0,0,0,149.81,1,0,-1,1,2.4619024147892313e-14,0.9999999999999751,0.0
2,0,0,2,0,0,0,4,2017,8,19,4,0,0,0,106.0,2,1,-1,1,5.304364900566945e-12,0.9999999999946958,0.0
2,0,1,1,3,0,0,42,2018,4,11,4,0,0,0,94.5,0,1,-1,1,5.845038421473412e-16,1.0,0.0
1,0,0,1,0,0,0,1,2018,4,1,2,0,0,0,65.0,0,1,-1,1,2.748597022999048e-12,0.9999999999972502,0.0
2,0,2,5,0,0,3,5,2018,3,26,4,0,0,0,146.0,0,0,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,3,37,2018,9,29,4,0,0,0,132.84,1,0,-1,1,1.0,0.0,0.0
1,0,2,3,0,0,0,1,2018,6,26,4,0,0,0,128.6,0,1,-1,1,4.738990871153952e-11,0.9999999999526104,0.0
1,0,1,1,3,0,0,1,2018,9,5,4,0,0,0,149.0,1,1,-1,1,4.3365653628920507e-16,1.0,0.0
2,0,1,3,0,0,0,161,2018,9,15,4,0,0,0,126.9,0,0,-1,1,3.598816377702944e-11,0.999999999964011,0.0
2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,101.5,0,1,63,0,1.654650455052446e-13,0.999999999999833,0.0
2,0,2,0,1,0,0,275,2018,4,17,3,0,0,0,110.0,0,0,448,0,1.9461481370083543e-14,0.9999999999999822,0.0
1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1,50,0,2.4290134059120274e-12,0.9999999999975699,0.0
2,0,1,2,0,0,0,29,2018,3,4,3,0,0,0,87.0,0,1,-1,1,1.4564835247165404e-11,0.9999999999854339,0.0
1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1,68,0,3.926249994706257e-12,0.9999999999960743,0.0
2,0,0,4,0,0,0,39,2017,11,10,4,0,0,0,90.95,0,1,-1,1,4.830275333644879e-12,0.9999999999951683,0.0
2,0,0,1,0,0,4,6,2018,9,27,2,1,0,2,109.0,0,1,-1,1,0.0,0.0,1.0
2,0,2,2,0,0,3,82,2018,4,8,4,0,0,0,99.45,1,1,-1,1,1.0,0.0,0.0
1,0,0,2,0,0,0,68,2018,11,25,4,0,0,0,86.4,0,1,-1,1,5.4662207478346906e-11,0.999999999945338,0.0
2,0,0,2,1,0,0,256,2018,6,15,3,0,0,0,115.0,1,0,406,0,1.0821295752339007e-13,0.9999999999998934,0.0
2,0,0,3,0,0,0,22,2018,3,3,4,0,0,0,94.33,2,1,-1,1,1.6561023823306944e-10,0.9999999998343903,0.0
2,0,2,5,0,0,0,245,2018,12,27,4,0,0,0,58.36,1,0,502,0,7.524281163218905e-11,0.9999999999247571,0.0
1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0,408,0,1.6206973614396938e-12,0.99999999999838,0.0
2,1,0,2,0,0,0,59,2018,4,5,4,0,0,0,121.5,2,1,-1,1,1.0,0.0,0.0
